Lag,Autocorrelation,vehicle,month
13,,P_1111,Month 6
14,,P_1111,Month 6
2,-0.8216119619555081,P_1111,Month 7
3,1.0,P_1111,Month 7
4,,P_1111,Month 7
5,,P_1111,Month 7
6,,P_1111,Month 7
7,,P_1111,Month 7
8,,P_1111,Month 7
9,,P_1111,Month 7
10,,P_1111,Month 7
11,,P_1111,Month 7
12,,P_1111,Month 7
13,,P_1111,Month 7
14,,P_1111,Month 7
2,-0.10719381577729525,P_1111,Month 8
3,-0.20848447634996642,P_1111,Month 8
4,-0.2427273014675732,P_1111,Month 8
5,0.11650030971354197,P_1111,Month 8
6,-0.08076748225245794,P_1111,Month 8
7,0.05031656990944695,P_1111,Month 8
8,-0.22236855828173047,P_1111,Month 8
9,-0.3646364536778364,P_1111,Month 8
10,-0.0846246407698659,P_1111,Month 8
11,-0.04099099975760489,P_1111,Month 8
12,0.31268435486331386,P_1111,Month 8
13,0.3130072267741061,P_1111,Month 8
14,0.16577327768594435,P_1111,Month 8
2,-0.09079749471203734,P_1111,Month 9
3,-0.04454997409829637,P_1111,Month 9
4,-0.06989420369223995,P_1111,Month 9
5,-0.2664157816998118,P_1111,Month 9
6,0.0527437044355975,P_1111,Month 9
7,-0.06358048710620814,P_1111,Month 9
8,0.013580593839061359,P_1111,Month 9
9,-0.0814552634422849,P_1111,Month 9
10,0.0572517310120748,P_1111,Month 9
11,0.35320412796640177,P_1111,Month 9
12,0.1555201160003999,P_1111,Month 9
13,-0.337085345455093,P_1111,Month 9
14,0.20135040173962504,P_1111,Month 9
2,-0.05936231972872776,P_1111,Month 10
3,-0.35372539089133337,P_1111,Month 10
4,-0.30914784301642,P_1111,Month 10
5,-0.08424840713600532,P_1111,Month 10
6,0.24674780249606254,P_1111,Month 10
7,0.3290385241900414,P_1111,Month 10
8,0.18297627861437835,P_1111,Month 10
9,-0.19738465226561092,P_1111,Month 10
10,-0.4261638935844714,P_1111,Month 10
11,-0.2636814212788738,P_1111,Month 10
12,-0.3238995918183781,P_1111,Month 10
13,0.15922861333641525,P_1111,Month 10
14,0.43570104639107055,P_1111,Month 10
2,0.08499666449291023,P_1111,Month 11
3,0.15033636538122394,P_1111,Month 11
4,-0.16782089727270813,P_1111,Month 11
5,-0.19854847200181386,P_1111,Month 11
6,-0.278302351478848,P_1111,Month 11
7,-0.3444544482991022,P_1111,Month 11
8,-0.3556251103326259,P_1111,Month 11
9,-0.34170225205019467,P_1111,Month 11
10,-0.09507047071287758,P_1111,Month 11
11,-0.14108055925059274,P_1111,Month 11
12,0.06184289240572674,P_1111,Month 11
13,0.6799416129223402,P_1111,Month 11
14,0.43789083691893044,P_1111,Month 11
2,-0.05666505688811232,P_1111,Month 12
3,-0.17025953297510665,P_1111,Month 12
4,0.29734169341416317,P_1111,Month 12
5,0.25649001164076884,P_1111,Month 12
6,0.1420648871186626,P_1111,Month 12
7,-0.2537616470483852,P_1111,Month 12
8,-0.31872412428743435,P_1111,Month 12
9,-0.2914207188811519,P_1111,Month 12
10,-0.31994746668383905,P_1111,Month 12
11,-0.3341078973012959,P_1111,Month 12
12,-0.33693036420515843,P_1111,Month 12
13,-0.158624794519136,P_1111,Month 12
14,0.15470058341579634,P_1111,Month 12
